CODE;Descrizione;UM;Depos;Codice-Deposito;Linea;Consumi dal 01/01/19 al 04/02/20;QTY;COST;Totale;Note;;
2400712;TUBO LUNGO GER CON GUARNIZIONE;Pz;18;240071218;SL;50510;1100;0,79954; 879,49 ;;;
1117399;7413530-00 KIT CASSETTO PICCOL;Pz;18;111739918;PF;50640;30;2,34611; 70,38 ;;;
2120515;20909018 SUPPORTO SX AU 736;Pz;18;212051518;SLAuto;50690;1872;0,2068; 387,13 ;;;
2120513;20909017 LENTE SX AU 736;Pz;18;212051318;SLAuto;50690;1200;0,24122; 289,46 ;;;
1117331;20905101 ASSLENS SX AU736 T2;Pz;18;111733118;PFAuto;51246;594;0,78256; 464,84 ;;;
2120674;7421542 SCHALE/CASSPICCOLO;Pz;18;212067418;SL;52431;90;1,19691; 107,72 ;;;
2119854;TAPPO TRAPEZIO PER GER3010547;Pz;18;211985418;SL;53320;2200;0,03199; 70,38 ;;;
1117686;5513234781 ASS SUPP TAZZE BEIG;Pz;18;111768618;PF;53420;2660;0,81982; 2180,72 ;;;
2121256;5313267511 VASCHETTA BEIGE;Pz;18;212125618;PF;53632;3468;0,26284; 911,53 ;;;
2400877;2052320301 SIDE COVER G11 RH;Pz;18;240087718;PFAuto;53860;840;1,09069; 916,18 ;;;
2400878;2052310301 SIDE COVER G11 LH;Pz;18;240087818;PFAuto;53860;840;1,09068; 916,17 ;;;
2121258;5313267441 COPERTURA VANO BIAN;Pz;18;212125818;PF;54914;2184;0,44533; 972,60 ;;;
2121258;5313267441 COPERTURA VANO BIAN;Pz;5;21212585;PF;54914;336;0,43667; 146,72 ;;;
2121260;5313267411 CONTENITORE BIANCO;Pz;18;212126018;PF;55060;2280;0,42625; 971,85 ;;;
2121260;5313267411 CONTENITORE BIANCO;Pz;5;21212605;PF;55060;960;0,42624; 409,19 ;;;
2121254;5313267421 SUPPORTO TAZZA BEIG;Pz;18;212125418;PF;55401;4429;0,24569; 1088,16 ;;;
2120675;7421534 SCHALE/VASCHETTA;Pz;18;212067518;PF;55809;3060;0,29986; 917,57 ;;;
2121216;20528019 SIDE COVER RH G11 LCI;Pz;18;212121618;SLAuto;55929;3130;0,8195; 2565,04 ;;;
2121217;20529019 SIDE COVER LH G11 LCI;Pz;18;212121718;SLAuto;55986;2970;0,81915; 2432,88 ;;;
2120123;0C003309AA TASSELLO DX RUN JOG;Pz;18;212012318;SL;56384;3800;0,11; 418,00 ;;;
2120124;0C003310AA TASSELLO SX RUN JOG;Pz;18;212012418;SL;57816;4050;0,11004; 445,66 ;;;
2120651;A2-6349 CORPO SX PORTALAMPADA;Pz;1815;21206511815;SL;59379;555;0,06828; 37,90 ;;;
2120650;A2-6348 CORPO DX PORTALAMPADA;Pz;1815;21206501815;SL;59389;617;0,07045; 43,47 ;;;
2120652;A3-6350 CORSOIO PORTALAMPADA;Pz;1815;21206521815;SL;59415;1076;0,04645; 49,98 ;;;
2120559;20898007 CORPO DX AU736 ECE Q7;Pz;18;212055918;PFAuto;59488;6336;1,20331; 7624,17 ;;;
2120560;20899007 CORPO SX AU736 ECE Q7;Pz;18;212056018;PFAuto;59488;5808;1,20312; 6987,72 ;;;
2120589;20838013 PARATIA DX ECE JEEP;Pz;18;212058918;PFAuto;59712;1792;0,52753; 945,33 ;;;
2120590;20839013 PARATIA SX ECE JEEP;Pz;18;212059018;PFAuto;59744;1856;0,52763; 979,28 ;;;
2121261;5313265761 CONTENITORE NERO;Pz;18;212126118;PF;59800;4920;0,43435; 2137,00 ;;;
2121259;5313265901 COPERTURA VANO NERO;Pz;18;212125918;PF;60288;7306;0,45921; 3354,99 ;;;
1117685;5513234771 ASS SUPP TAZZE NERO;Pz;18;111768518;PF;60560;2380;0,81845; 1947,91 ;;;
2121255;5313265771 SUPPORTO TAZZA NERO;Pz;18;212125518;PF;60837;5524;0,24523; 1354,65 ;;;
2121210;03719020-C LENS G463 ECE;Pz;18;212121018;PFAuto;61406;444;0,75639; 335,84 ;;;
2121257;5313266201 VASCHETTA NERA;Pz;18;212125718;PF;61408;612;0,26205; 160,37 ;;;
2121037;108245106 BIG KNOB BI-IN;Pz;18;212103718;PF;65340;5400;0,12056; 651,02 ;;;
2121090;634362 OPTIKELEMENT RE BMW F32;Pz;18;212109018;PFAuto;66960;3240;0,23608; 764,90 ;;;
2121116;1640601843 COPERPOSTERIORE;Pz;2269;21211162269;SL;68137;3036;0,75367; 2288,14 ;;;
2121116;1640601843 COPERPOSTERIORE;Pz;18;212111618;SL;68137;2352;0,75367; 1772,63 ;;;
2121332;6035900495 CLIP MAX GRAY 7037;Pz;18;212133218;PF;68800;6400;0,02966; 189,82 ;;;
1313798;1A0141000 LEVA PA RIC 846;Pz;18;131379818;PFAuto;70001;1460;1,42047; 2073,89 ;;;
2120620;20838013 SIDE WALL RH ECE JEEP;Pz;18;212062018;PFAuto;72000;1056;0,62968; 664,94 ;;;
2120621;20839013 SIDE WALL LH ECE JEEP;Pz;18;212062118;PFAuto;72448;160;0,62967; 100,75 ;;;
2121046;81728015 SIDE COVER DX VW 483;Pz;18;212104618;PF;72624;3060;0,47007; 1438,41 ;;;
2121046;81728015 SIDE COVER DX VW 483;Pz;9001;21210469001;PF;72624;2424;0,47007; 1139,45 ;;;
2118916;1648600000 FRONTALE BSG;Pz;2269;21189162269;SL;72900;2742;4,48719; 12303,87 ;;;
2121045;81729015 SIDE COVER SX VW 483;Pz;18;212104518;PF;73044;3174;0,46989; 1491,43 ;;;
2121045;81729015 SIDE COVER SX VW 483;Pz;9001;21210459001;PF;73044;1644;0,46989; 772,50 ;;;
2121194;652328 GLASKOERPER RE;Pz;18;212119418;PFAuto;74098;1244;0,85285; 1060,95 ;;;
2121193;652327 GLASKOERPER LI;Pz;18;212119318;PFAuto;74305;2780;0,85308; 2371,56 ;;;
2120587;20838014 PARATIA DX SAE JEEP;Pz;18;212058718;PFAuto;76544;6688;0,52564; 3515,48 ;;;
2120588;20839014 PARATIA SX SAE JEEP;Pz;18;212058818;PFAuto;76544;5120;0,52616; 2693,94 ;;;
2120181;7430468-02 HALTELEISTE;Pz;18;212018118;PF;76608;252;0,27775; 69,99 ;;;
2116763;7427581-00 L VENTILATORBUEGEL;Pz;18;211676318;PF;78000;4200;0,20265; 851,13 ;;;
2120627;103060480 COPERCHIO SEDE CONN;Pz;18;212062718;PF;79200;800;0,05381; 43,05 ;;;
2120610;465207196 LENTE DX ANT DAILY;Pz;18;212061018;PFAuto;79256;988;0,65201; 644,19 ;;;
2120611;465307196 LENTE SX ANT DAILY;Pz;18;212061118;PFAuto;79420;1652;0,65138; 1076,08 ;;;
2121244;K11568A01 CONROD OKE;Pz;18;212124418;PFAuto;80850;27834;0,08057; 2242,59 ;;;
2121244;K11568A01 CONROD OKE;Pz;5;21212445;PFAuto;80850;543;0,08057; 43,75 ;;;
2120971;B07-0100-001 BASE WALL;Pz;18;212097118;PF;81696;1104;0,11574; 127,78 ;;;
2118953;PRISMA X LEVA PA RICIRCOLO;Pz;18;211895318;SLAuto;84842;25000;0,06362; 1590,50 ;;;
2120597;FILTRO RETTAN 7440006 TEXI104;Pz;18;212059718;SL;105000;15000;0,01168; 175,20 ;;;
2119853;TAPPO TONDO  PER GERAE3010547;Pz;18;211985318;SL;106640;9390;0,03199; 300,39 ;;;
2120666;20748009 PARATIA DX T2 X156;Pz;18;212066618;PFAuto;108654;637;0,1699; 108,23 ;;;
2120667;20749009 PARATIA SX T2 X156;Pz;18;212066718;PFAuto;108836;1274;0,16984; 216,38 ;;;
2120790;20629002 HOUSING T3 SX CAYENNE;Pz;18;212079018;PFAuto;115760;4600;0,59582; 2740,77 ;;;
2120789;20628002 HOUSING T3 DX CAYENNE;Pz;18;212078918;PFAuto;115760;2600;0,59608; 1549,81 ;;;
2121106;CLIP 6035900276 BLUE 5002;Pz;18;212110618;PF;120000;11998;0,00851; 102,10 ;;;
2121253;B06-0004-000 BATTERY HOLDER CR;Pz;18;212125318;PF;127800;9000;0,03238; 291,42 ;;;
1117358;7440006-00 KOHLEFILTER;Pz;18;111735818;PF;135000;15000;0,21; 3150,00 ;;;
2120596;FILTRO TONDO 7440006 TEXI104;Pz;18;212059618;SL;135000;15000;0,01188; 178,20 ;;;
2120763;20808014A HOUSING DX W213 ECE;Pz;18;212076318;PFAuto;138078;2874;1,62127; 4659,53 ;;;
2120764;20809014A HOUSING SX W213 ECE;Pz;18;212076418;PFAuto;138546;2772;1,6214; 4494,52 ;;;
2400655;LEVA PA RIC 846 da tampog;Pz;2054;24006552054;SLAuto;154288;2926;0,44369; 1298,24 ;;;
2121280;B07-0100-100 BASE WALL;Pz;18;212128018;PF;170752;5888;0,10787; 635,14 ;;;
2121108;CLIP 6035900275 BLACK;Pz;18;212110818;PF;177000;3000;0,0084; 25,20 ;;;
2118934;PROFILO IN PLASTICA - TASSELLO;Pz;18;211893418;PF;203200;83200;0,04515; 3756,48 ;;;
2121331;6035900491 CLIP PLUS GRAY 7037;Pz;18;212133118;PF;212000;8800;0,03009; 264,79 ;;;
2121418;2610055783 TRIPLE BLACK RING;Pz;18;212141818;PF;219000;4000;0,1315; 526,00 ;;;
2121383;2522161 CAPPUCCIO IMPR3-4;Pz;18;212138318;PF;231000;3520;0,2408; 847,62 ;;;
2120663;H58-1000-000 HOUSING;Pz;18;212066318;PF;281111;25332;0,30004; 7600,61 ;;;
2120890;C58-1000-001 COVER TOP PLATE;Pz;18;212089018;PF;294216;2208;0,18126; 400,22 ;;;
2120970;B07-1000-001 BASE;Pz;18;212097018;PF;320881;10488;0,27133; 2845,71 ;;;
2121183;2125M KN9 SAW BLADE 3 LAME;Pz;18;212118318;PF;322150;42000;0,12016; 5046,72 ;;;
1117196;14804094502 ASSY ROLLER INDESI;Pz;18;111719618;PFRoller;323950;2744;0,83239; 2284,08 ;;;
1117196;14804094502 ASSY ROLLER INDESI;Pz;2814;11171962814;PFRoller;323950;780;0,83237; 649,25 ;Cuscinetto 5910490 da spiantare (0,5-0,05);0,45; 298,25 
2400780;14804094502 RULLO  da tagliare;Pz;18;240078018;SLRoller;335063;6650;0,79129; 5262,08 ;;;
2400780;14804094502 RULLO  da tagliare;Pz;2814;24007802814;SLRoller;335063;952;0,79129; 753,31 ;Cuscinetto 5910490 da spiantare (0,5-0,05);0,45; 324,91 
2118933;148037154 RULLO COND INDESIT;Pz;2814;21189332814;SLRoller;339198;68;0,60258; 40,98 ;Cuscinetto 5910490 da spiantare (0,5-0,05);0,45; 10,38 
2121237;2522161 CAPPUCCIO IMPR3-4;Pz;18;212123718;PF;650336;3520;0,24014; 845,29 ;;;
1117355;125423533/A ASSY ROLLER ELECTR;Pz;18;111735518;PFRoller;1067891;32604;0,58004; 18911,62 ;;;
1117355;125423533/A ASSY ROLLER ELECTR;Pz;2814;11173552814;PFRoller;1067891;3600;0,58004; 2088,14 ;Cuscinetto 5900625 da spiantare (0,26-0,05);0,21; 1332,14 
2400802;1254235xx ROLLER da tagliare;Pz;18;240080218;SLRoller;1117470;9857;0,54305; 5352,84 ;;;
2400802;1254235xx ROLLER da tagliare;Pz;2814;24008022814;SLRoller;1117470;3000;0,54305; 1629,15 ;Cuscinetto 5900625 da spiantare (0,26-0,05);0,21; 999,15 
2120586;1254235xx RULLO CONDOTTO;Pz;18;212058618;SLRoller;1125023;14555;0,33816; 4921,92 ;;;
2120586;1254235xx RULLO CONDOTTO;Pz;2814;21205862814;SLRoller;1125023;500;0,33816; 169,08 ;Cuscinetto 5900625 da spiantare (0,26-0,05);0,21; 64,08 
2120881;2125M KH9 SAW BLADE 2 LAME;Pz;5;21208815;PF;1227400;40000;0,09948; 3979,20 ;;;
2120881;2125M KH9 SAW BLADE 2 LAME;Pz;18;212088118;PF;1227400;4000;0,09948; 397,92 ;;;
2120883;CLIP 6035900274 GRAY 7037;Pz;18;212088318;PF;3612000;162000;0,00819; 1326,78 ;;;
2120883;CLIP 6035900274 GRAY 7037;Pz;5;21208835;PF;3612000;129000;0,0082; 1057,80 ;;;
2120880;2125M KG9 SAW BLADE 1 LAMA;Pz;18;212088018;PF;4440000;170480;0,09916; 16904,80 ;;;
2120882;2125M KJ9 PULL TAB;Pz;18;212088218;PF;5712000;14000;0,00398; 55,72 ;;;
2121058;7430635-03 TUERENDSTUCK;Pz;18;212105818;PF;;825;2,39435; 1975,34 ;;;
2120686;CARTER ALTO ANTER CT VERS A;Pz;18;212068618;SL;;131;14,18006; 1857,59 ;;;
11Q429006C;127321000 PORTELLO MISCELX65;Pz;18;11Q429006C18;PFAuto;;3380;0,39101; 1321,61 ;;;
2118413;7430631-00 HALTELEISTE RE;Pz;18;211841318;PF;;1968;0,57288; 1127,43 ;;;
2118412;7430629-00 HALTELEISTE LI;Pz;18;211841218;PF;;1920;0,57239; 1098,99 ;;;
2120533;SEDUTA*CS/1298 LED ARANCIO 851;Pz;18;212053318;PF;;100;10,35219; 1035,22 ;;;
11Q437010A0;141742500-00 POMELPA/RI188;Pz;18;11Q437010A018;PFAuto;;3000;0,29467; 884,01 ;;;
2121189;SPINTORE IN PP ELECTROLUX;Pz;18;212118918;SLRoller;;2100;0,34133; 716,79 ;;;
2115820;MOZZO AGGRESSTPU CV 20% NERO;Pz;18;211582018;SLRoller;;2318;0,29647; 687,22 ;;;
2120965;SGABELLO ACQUA CS/1288 TRAS848;Pz;18;212096518;PF;;88;7,51344; 661,18 ;;;
21Q501008;COPPOM VENTDA ASSIEM CARB;Pz;1815;21Q5010081815;SLAuto;;4070;0,1393; 566,95 ;;;
2120990;SGAB LED CB/1405 ROSSO INDUS;Pz;18;212099018;PF;;72;7,26679; 523,21 ;;;
2117912;7432192-00 HALTELEISTE RE;Pz;18;211791218;PF;;1120;0,44187; 494,89 ;;;
2117913;7432194-00 HALTELEISTE LI;Pz;18;211791318;PF;;1120;0,44187; 494,89 ;;;
2120398;7434215-00 FRONTGEHAEUSE BIANC;Pz;18;212039818;PF;;435;1,07629; 468,19 ;;;
1217574;RTAMPO 2C 50/90 NERO-BIANCO;Pz;18;121757418;SLRoller;;429;1,08669; 466,19 ;;;
1217533;RTAMPO 2C 100/85 ARG-BIANCO;Pz;18;121753318;SLRoller;;358;1,233; 441,41 ;;;
11Q429005C;127320800 PORTELLO DISTRIBX65;Pz;18;11Q429005C18;PFAuto;;1320;0,3213; 424,12 ;;;
2120433;1613606710 CRUSCOTTO;Pz;18;212043318;SL;;778;0,52432; 407,92 ;;;
2120081;540014/c SUPPORTO ELETTRONICA;Pz;18;212008118;PF;;2400;0,16559; 397,42 ;;;
11Q18196;127320600 PORT DEFROSTER X65;Pz;18;11Q1819618;PFAuto;;1782;0,21899; 390,24 ;;;
11Q451002;127120800 PORT PRESA ARIA X65;Pz;18;11Q45100218;PFAuto;;1344;0,29008; 389,87 ;;;
2120450;21089002 CORPO SX T2 NB/HB INS;Pz;18;212045018;PFAuto;;1188;0,32719; 388,70 ;;;
1217534;RTAMPO 2C 100/85 NERO-BIANCO;Pz;18;121753418;SLRoller;;312;1,233; 384,70 ;;;
1313855;MOSTRINA POSTER ALTA VERN CV;Pz;18;131385518;SL;;15;25,64318; 384,65 ;;;
2120449;21088002 CORPO DX T2 NB/HB INS;Pz;18;212044918;PFAuto;;1161;0,31403; 364,59 ;;;
2120059;7437676-00  FRONTBLENDE DA SBA;Pz;1815;21200591815;SL;;625;0,5401; 337,56 ;;;
2119395;1613606040 CRUSCOTTO M90;Pz;2054;21193952054;SL;;540;0,61344; 331,26 ;;;
1313511;7650012-00 EINBAURAHMEN VERN;Pz;18;131351118;PF;;64;5,03841; 322,46 ;;;
1313852;MOSTRINA ANTER ALTA VERN CV;Pz;18;131385218;SL;;13;24,41359; 317,38 ;;;
2120460;27009035 PARATIA SX LCI BMW;Pz;18;212046018;PFAuto;;554;0,57136; 316,53 ;;;
1217578;RTAMPO 1C 70/78A NERO-BIANCO;Pz;18;121757818;SLRoller;;248;1,2548; 311,19 ;;;
2119058;16025040 - COP PREF A VITE P;PZ;18;211905818;PF;;400;0,77456; 309,82 ;;;
2120159;81138021 LENS RH 482 T2 SAE;Pz;9001;21201599001;PFAuto;;1200;0,24573; 294,88 ;;;
2118398;7430677-00 ABDECKUNG BIA 744;Pz;18;211839818;PF;;640;0,45391; 290,50 ;;;
21Q502001;POMELLO RICIRCOLO CARBONIO 614;Pz;1815;21Q5020011815;SLAuto;;11298;0,02536; 286,52 ;;;
2120954;DISTANZIALE CUSCINETTO;Pz;18;212095418;SLRoller;;30394;0,00918; 279,02 ;;;
2120395;7434365-01 BUCHSE NERO;Pz;18;212039518;PF;;4000;0,06667; 266,68 ;;;
2120193;MOSTR POST APERTA STD DA VERN;Pz;18;212019318;SL;;120;2,1893; 262,72 ;;;
2119875;7427730-01H VENTILATORGEHAEUSE;Pz;18;211987518;PF;;232;1,12142; 260,17 ;;;
2120593;540015/d COPERCHIO SCHEDA ELET;Pz;18;212059318;PF;;2000;0,12357; 247,14 ;;;
2120752;156141392-010 PULL CUP C2 SX;Pz;18;212075218;PFAuto;;2800;0,08308; 232,62 ;;;
2116362;MOZZO A RAGGI DAYTONA COLNERO;Pz;18;211636218;SLRoller;;2116;0,10863; 229,86 ;;;
2800084;RTA PLANET-MOZZO GIA+PU TRASP;Pz;6;28000846;SLRoller;;977;0,23107; 225,76 ;;;
1313440;SUPP+COLLM10DELTA VERNARG;Pz;10;131344010;SLRoller;;1448;0,1512; 218,94 ;;;
2120384;F15686 TAPPO CALANDRA AS DX;Pz;18;212038418;PFAuto;;2288;0,09402; 215,12 ;;;
2119537;1613606470 CRUSCOTTO;Pz;2054;21195372054;SL;;400;0,52938; 211,75 ;;;
1217532;RTAMPO 2C 90/85 NERO-BIANCO;Pz;18;121753218;SLRoller;;232;0,9034; 209,59 ;;;
1313439;SUPP+FLANGIA PIPER VERNARG;Pz;10;131343910;SLRoller;;1313;0,1588; 208,50 ;;;
2116615;MOZZO STAR NERO IN PBT - 8 IMP;Pz;18;211661518;SLRoller;;1539;0,13515; 208,00 ;;;
2119547;SCCOTPRS SCATOLA COPERTRASPAR;Pz;18;211954718;PF;;684;0,29501; 201,79 ;;;
1117617;W0007792AE-2P GRP CARTER STD;Pz;18;111761718;PF;;2;100,23008; 200,46 ;;;
2800088;RTA DAYTONA1-MZO ARG+PU TRA;Pz;18;280008818;SLRoller;;267;0,73811; 197,08 ;;;
11Q444004;899191200 TASTO GRANDE 194;Pz;18;11Q44400418;PFAuto;;800;0,24078; 192,62 ;;;
2121348;50710706 OUTER LENS LH;Pz;18;212134818;PFAuto;;200;0,93626; 187,25 ;;;
2121347;50700706 OUTER LENS RH;Pz;18;212134718;PFAuto;;200;0,93604; 187,21 ;;;
2121185;1673600240 RACCORDO GRUPPO;Pz;18;212118518;PF;;456;0,38643; 176,21 ;;;
2121107;CLIP 6035900277 GREEN;Pz;18;212110718;PF;;20998;0,00812; 170,50 ;;;
2800144;RTA DAYTONA1-MZO TIT+PU TRA;Pz;10;280014410;SLRoller;;1924;0,0878; 168,93 ;;;
2120949;7438155-00 HALTETEIL;Pz;18;212094918;PF;;540;0,30826; 166,46 ;;;
2116868;7428338-00 GEHAEUSE;Pz;18;211686818;PF;;306;0,53191; 162,76 ;;;
2118255;LENTE COPRIMPIPER IN ABS NERO;Pz;10;211825510;SLRoller;;7455;0,0217; 161,77 ;;;
1117623;W0007793AD-2P GRP CARTER ALTO;Pz;18;111762318;PF;;1;154,1029; 154,10 ;Prezzo medio al 31/10/18;;
2120864;7428340-01 ABDECKUNG;Pz;2818;21208642818;SL;;259;0,58216; 150,78 ;;;
1114457;ASSSUPPPIPER NEUTRO + FLANGI;Pz;10;111445710;SLRoller;;1380;0,1081; 149,18 ;;;
1313438;SUPP+COLLM10PIPER VERNARG;Pz;10;131343810;SLRoller;;1020;0,1426; 145,45 ;;;
2120966;SGABELLO ACQUA CS/1288 ARAN851;Pz;18;212096618;PF;;18;7,9635; 143,34 ;;;
21Q503001;112543200 PRISMA POTE/DIVERD;Pz;18;21Q50300118;SLAuto;;5004;0,02861; 143,16 ;;;
11Q437001;112543000 POMELTEMP/DISTCARB;Pz;18;11Q43700118;PFAuto;;500;0,27112; 135,56 ;;;
2119546;SCCOBPRS SCATOLA COPERBIANCO;Pz;18;211954618;PF;;684;0,19402; 132,71 ;;;
2118409;7430653-00 TUERENDSTUCK R7004;Pz;18;211840918;PF;;132;0,99827; 131,77 ;;;
2118243;MOZZO RTA100 ROSSO VALTER M;Pz;18;211824318;SLRoller;;546;0,23862; 130,29 ;;;
2800076;RTA PIPER-MOZZO ARG+PU AZZUR;Pz;10;280007610;SLRoller;;1219;0,1067; 130,07 ;;;
2120103;7433397-00*GERAETEBODEN PST NA;Pz;18;212010318;PF;;24;5,41033; 129,85 ;;;
21Q503004;PRISMA POMRICIRCOLO VERDE;Pz;1815;21Q5030041815;SLAuto;;8726;0,01483; 129,41 ;;;
2120057;28998013 PARATIA DX EST A4;Pz;18;212005718;PFAuto;;200;0,61613; 123,23 ;;;
2117047;7428342-01 (ST) KABELABDECKUNG;Pz;18;211704718;PF;;600;0,20234; 121,40 ;;;
2119481;SCSKCO8A11 COPFR8 TASTI BI;NR;18;211948118;PF;;1600;0,07484; 119,74 ;;;
2120964;SEDUTA ACQUA CS/1273 GRIGIO266;Pz;18;212096418;PF;;10;11,80713; 118,07 ;;;
2120096;28237001 LENTE TRASP EST FERR;Pz;18;212009618;SLAuto;;96;1,22443; 117,55 ;;;
2115153;MOZZO STAR 100 ARGENTO;Pz;18;211515318;SLRoller;;730;0,15653; 114,27 ;;;
2120433;1613606710 CRUSCOTTO;Pz;2054;21204332054;SL;;200;0,52432; 104,86 ;;;
2117921;7432574-00 HALTELEISTE RE;Pz;18;211792118;PF;;335;0,30786; 103,13 ;;;
1117461;W0007793AC-2W*GRP CARTER ALTO;Pz;18;111746118;PF;;1;101,5953; 101,60 ;Prezzo medio al 31/12/18;;
2120897;7437013-00 ABDECKUNG BIA 744;Pz;18;212089718;PF;;220;0,45485; 100,07 ;;;
2117072;7428628-01 FRONTBLENDE DA SBAV;Pz;1815;21170721815;SL;;189;0,52651; 99,51 ;;;
2115336;MOZZO STAR 100 NERO IN PA;Pz;18;211533618;SLRoller;;730;0,1336; 97,53 ;;;
2400864;103060790 KIT SCA+SUPPORT DECT;Pz;18;240086418;PF;;400;0,2364; 94,56 ;;;
1114034;ASSSUPP+COLLM10NERO PIPER;Pz;1815;11140341815;SLRoller;;600;0,1534; 92,04 ;;;
2115431;MOZZO RUOTA DIA125 NERO sp24;Pz;18;211543118;SLRoller;;150;0,60568; 90,85 ;;;
1117538;KIT 5 WHL DAY2 BLK PIAST;Pz;9005;11175389005;PFRoller;;8;9,84378; 78,75 ;;;
1217176;1513602170 CRUSCM90 DISPL;Pz;18;121717618;PF;;106;0,72749; 77,11 ;;;
2119033;C-4127-C-CORPO EROGADEVNORYL;NR;2814;21190332814;SL;;159;0,48456; 77,05 ;;;
2120459;27008035 PARATIA DX LCI BMW;Pz;18;212045918;PFAuto;;134;0,57141; 76,57 ;;;
2117074;7428316-01 FRONTBLENDE DA SBAV;Pz;18;211707418;SL;;140;0,53197; 74,48 ;;;
1217474;7434131-00 ABDECKTEIL TAMPO;Pz;18;121747418;PF;;216;0,333; 71,93 ;;;
1117524;KIT 5 WHL DAY1 BLK PIAST FRENO;Pz;9005;11175249005;PFRoller;;7;10,24746; 71,73 ;;;
2800089;RTA DAYTONA2-MZO ARG+PU TRA;Pz;18;280008918;SLRoller;;678;0,1035; 70,17 ;;;
21Q501013;178142800 COPPOM PA/RICS2000;Pz;1815;21Q5010131815;SLAuto;;1348;0,04881; 65,80 ;;;
2116351;LENTE COPRIM PIPER BLU TRASP;Pz;10;211635110;SLRoller;;3872;0,0158; 61,18 ;;;
2119522;SCBANPRS SCATBASE S/GANCI NER;Pz;18;211952218;PF;;600;0,10007; 60,04 ;;;
2119523;SCPRNPRS PRESSA CAVO NERO;Pz;18;211952318;PF;;740;0,08; 59,20 ;;;
2120333;7422639-01 THERMOMET/SUPPTERM;Pz;18;212033318;PF;;432;0,13393; 57,86 ;;;
2120989;SGAB LED CB/1405 TRASP INDUS;Pz;18;212098918;PF;;8;6,99532; 55,96 ;;;
1117537;KIT 4 WHL DAY2 BLK PIAST;Pz;9005;11175379005;PFRoller;;7;7,95984; 55,72 ;;;
2800079;RTA DELTA-MOZZO GR+PU TRASP;Pz;10;280007910;SLRoller;;586;0,0926; 54,26 ;;;
2120525;7434035-00 ABDECKUNG LI GRIGIO;Pz;18;212052518;PF;;1000;0,05269; 52,69 ;;;
2117920;7432572-00 HALTELEISTE LI;Pz;18;211792018;PF;;168;0,30699; 51,57 ;;;
1217577;RTAMPO 3C 70/90A NERO-BIANCO;Pz;18;121757718;SLRoller;;39;1,27708; 49,81 ;;;
2116352;LENTE COPRIMPIPER IN ABS ARG;Pz;10;211635210;SLRoller;;2337;0,0192; 44,87 ;;;
2120534;SEDUTA*CS/1298 LED ROSSO 852;Pz;18;212053418;PF;;4;11,18703; 44,75 ;;;
2118278;7430562-01 HALTEL OBEN LINKS;Pz;18;211827818;PF;;116;0,38179; 44,29 ;;;
2121388;7439360-00 ABDECKRAHMEN SX;Pz;18;212138818;PF;;83;0,524; 43,49 ;;;
2121389;7439362-00 ABDECKRAHMEN DX;Pz;18;212138918;PF;;83;0,524; 43,49 ;;;
2117074;7428316-01 FRONTBLENDE DA SBAV;Pz;1815;21170741815;SL;;78;0,53197; 41,49 ;;;
2120193;MOSTR POST APERTA STD DA VERN;Pz;1491;21201931491;SL;;18;2,1893; 39,41 ;;;
2119018;43110030 - MASCHARIA 3 FNEUT;NR;2054;21190182054;SL;;192;0,20242; 38,86 ;;;
2118280;7430564-01 HALTEL OBEN RECKTS;Pz;18;211828018;PF;;116;0,31756; 36,84 ;;;
1313899;5313210771 COPRIPORTA SX DLBL;Pz;3136;13138993136;PF;;18;2,0415; 36,75 ;Prezzo medio al 21/12/18;;
2115004;MOZZO SPIDER/JR CROMO;Pz;18;211500418;SLRoller;;335;0,1054; 35,31 ;;;
2119377;1673600150 RACCORDO SANIT;Pz;18;211937718;PF;;59;0,5925; 34,96 ;;;
21Q503006;PRISMA POM VENTILAZIONE VERDE;Pz;1815;21Q5030061815;SLAuto;;1553;0,0213; 33,08 ;;;
1117500;KIT 5 WHL PLANET BLK/GRE M10;Pz;9005;11175009005;PFRoller;;5;6,24868; 31,24 ;;;
1117536;KIT 5 WHL DAY2 BLK PIAST FRENO;Pz;9005;11175369005;PFRoller;;3;10,24746; 30,74 ;;;
1117588;KIT 5 WHL PLANET BLK/YEL GD11;Pz;18;111758818;PFRoller;;5;5,83055; 29,15 ;;;
1313481;SUPPDAYTONA+PERNO RTVERNTIT;Pz;10;131348110;SLRoller;;630;0,045; 28,35 ;;;
1117586;KIT 5 WHL PLANET BLK/GRE GD11;Pz;18;111758618;PFRoller;;5;5,43361; 27,17 ;;;
21Q501005;COPERCHIO RICIRCOLO CARB614;Pz;1815;21Q5010051815;SLAuto;;1040;0,02589; 26,93 ;;;
1117499;KIT 4 WHL PLANET BLK/GRE M10;Pz;9005;11174999005;PFRoller;;6;4,46041; 26,76 ;;;
2120467;27118055 PARATIA DX 484 SPORT;Pz;18;212046718;PFAuto;;84;0,31376; 26,36 ;;;
2120159;81138021 LENS RH 482 T2 SAE;Pz;18;212015918;PFAuto;;100;0,24573; 24,57 ;;;
1117501;KIT 4 WHL PLANET BLK/YEL PIAST;Pz;9005;11175019005;PFRoller;;5;4,85639; 24,28 ;;;
21Q503008;178142600 PRISMA POMRICARAN;Pz;1815;21Q5030081815;SLAuto;;3515;0,00686; 24,11 ;;;
