CODE;Descrizione;UM;Depos;Codice-Deposito;Linea;Consumi dal 01/01/19 al 04/02/20;QTY;COST;Totale;Note;;
5810058;PASTA-REPI "RUOTE" BIANC 19662;Kg;18;581005818;Roller;0,05;5;10,09495; 50,47 ;;;
5940277;MASTER PMMA GRI 1% FAL10251;Kg;18;594027718;;0,71;17;15,45; 262,65 ;;;
5161131;PMMA OPLAE DIFFONDENTE;Kg;18;516113118;;0,98;13;6; 78,00 ;;;
5161130;PMMA 8N BLU 550001 6077A-TR;Kg;18;516113018;;1;47;0; -   ;Campionatura 20/05/19;;
5161127;PMMA PLEXIGLAS FT15 BLACK9V022;Kg;18;516112718;Auto;1;22;0; -   ;Campionatura gratuita 2018;;
5740250;MASTER X PBT CV10% GRRAL 7004;KG;18;574025018;;1,6;47;6,9; 324,30 ;;;
5740275;MASTER GRIGIO 422EC X GOMMA 2%;Kg;18;574027518;;2,24;63;9,52314; 599,96 ;;;
5940297;MASTER BEIGE  TPV;Kg;18;594029718;Auto;3,23;9;6,5; 58,50 ;;;
5940314;MASTER LIQROSSO 22708 0,25 %;Kg;18;594031418;;3,46;23;43; 989,00 ;;;
5740207;MASTER X PA GRIGIO RAL 7037;KG;18;574020718;;3,67;25;9,49937; 237,48 ;;;
5506019;1590005 GRIGLIA DECORWIND GV05;NR;9005;55060199005;;4;18;9,14; 164,52 ;;;
5506018;1590004 GRIGLIA DECORWIND GV04;NR;9005;55060189005;;4;16;9,14; 146,24 ;;;
5740069;MASTER X PA ARGENTO;Kg;18;574006918;Roller;4,82;1;12,35805; 12,36 ;;;
5116085;PA 6 NERO;KG;18;511608518;;5;56;0,77369; 43,33 ;;;
5910854;BI-ADESIVO 20 X 0,8 COD 5790;RT;18;591085418;;5,26;4;15,94668; 63,79 ;;;
5142888;PC/ABS ROSSO PANTONE 186C;KG;18;514288818;;5,77;36;4,455; 160,38 ;;;
5740165;MASTER ROSSO X PA Valert M 4%;Kg;18;574016518;;6;21;17,52647; 368,06 ;;;
5740037;2810132-00 MASTER VERDE TRASP;Kg;18;574003718;;6;20;2,7177; 54,35 ;;;
5185052;TPE XELTER A11A90-B01-S00;Kg;18;518505218;;6;14;0; -   ;Campionatura 30/04/19;;
5940293;MASTER NERO TPU CROMABI EVR008;Kg;18;594029318;;8;33;5; 165,00 ;;;
5185051;TPE XELTER B11A80-B00-S00;Kg;18;518505118;;9;15;0; -   ;Campionatura 30/04/19;;
5910946;SCATOLA KIT RUOTE 220X220X25;PZ;18;591094618;Roller;10;92;0,6; 55,20 ;;;
5940306;MASTER PP VERDE SCURO RAL6029;Kg;18;594030618;;10,83;25;9,9; 247,50 ;;;
5910614;ACETONE PURO;Lt;2814;59106142814;;11;4;2,45; 9,80 ;;;
5910909;SCATOLA RICAMBI CARTER ANT ALT;PZ;18;591090918;;12;12;12,2; 146,40 ;;;
5940305;MASTER PP BLU RAL 5002;Kg;18;594030518;;12,35;30;6,9; 207,00 ;;;
5910195;STABILIZZANTE PU 99;KG;18;591019518;Roller;12,91;4;16,33347; 65,33 ;;;
5142827;ABS V0 UL94 GRIGIO RAL 7035;Kg;18;514282718;;13;13;3,8; 49,40 ;;;
5142882;ABS ROSSO PANTONE 186C;KG;18;514288218;;13,22;36;4,38456; 157,84 ;;;
5185054;TPE THERMOLAST K TC6AWZ BLACK;KG;18;518505418;Auto;13,7;235;10,21; 2399,35 ;;;
5910910;SCATOLA RICAMBI CARTER ALTO;PZ;18;591091018;;16;8;12,8; 102,40 ;;;
5740051;MASTER KR543 MARRON NOCE 6986;Kg;18;574005118;;17;12;2,64; 31,68 ;;;
5501217;ELASTURAN 6005/139;KG;18;550121718;Roller;18,52;9;9,81996; 88,38 ;;;
5501210;POLIOLO 90230;KG;18;550121018;Roller;18,57;50;3,59792; 179,90 ;;;
5151175;APEC 1695 GRIGIO 703897;Kg;18;515117518;Auto;20,35;80;0; -   ;Campionatura 23/10/19;;
5151163;PC MAKROLON 2407 WHITE 012797;Kg;18;515116318;;20,41;110;4,8; 528,00 ;;;
5151172;APEC 1895 BIANCO;Kg;18;515117218;;21;84;0; -   ;Campionatura 19/07/19;;
5151162;PC MAKROLON 2407 WHITE 20023;Kg;18;515116218;;22,08;178;4,3; 765,40 ;;;
5910977;SCATOLA SGAB LED INDUSTRIALE;PZ;18;591097718;;22,25;26;10,5; 273,00 ;;;
5910977;SCATOLA SGAB LED INDUSTRIALE;PZ;1966;59109771966;;22,25;8;10,5; 84,00 ;;;
5506015;1590001 GRIGLIA DECORWIND GV01;NR;9005;55060159005;;23;5;9,14; 45,70 ;;;
5139268;PP GF30 HOSTACOM G3 N01 BLACK;Kg;18;513926818;;24,2;193;2,67; 515,31 ;;;
5Q102020;ABS NEUTRO MAGNUM 3525;Kg;18;5Q10202018;Auto;24,73;22;4,06667; 89,47 ;;;
5139267;PP ADSTIF EA 648 P NATURAL;Kg;18;513926718;;25;475;1,68; 798,00 ;;;
5940313;MASTER LIQARANCIO 22710 0,25%;Kg;18;594031318;;27,29;25;30; 750,00 ;;;
5005079;PALETTA 80X200 CARTER ALTI;Pz;18;500507918;;27,72;96;10,07814; 967,50 ;;;
5005079;PALETTA 80X200 CARTER ALTI;Pz;1491;50050791491;;27,72;6;10,07814; 60,47 ;;;
5506016;1590002 GRIGLIA DECORWIND GV02;NR;9005;55060169005;;29;4;9,14; 36,56 ;;;
5940315;MASTER LIQUVERDE 22711 0,25 %;Kg;18;594031518;;29,18;22;25; 550,00 ;;;
5910913;0N002473AA RINFORZO LAMCARTER;Pz;18;591091318;;30;20;2,2; 44,00 ;;;
5940311;MASTER RAL 0005000 1% PP 52460;Kg;18;594031118;;31,38;30;7,2; 216,00 ;;;
5910907;SCATOLA RICAMBI CARTER ANT STD;PZ;18;591090718;;34;40;13,12792; 525,12 ;;;
5910965;212541700F GPB GAMBO D11 Zinca;PZ;18;591096518;Roller;34;1108;0,1; 110,80 ;;;
5110005;ABS NATURALE CROMNOVODUR P2MC;KG;18;511000518;;38,26;2476;0,9899; 2450,99 ;;;
5007004;DISTACCANTE LEVENIT HSI 9285 B;KG;18;500700418;Roller;39,81;240;5,24381; 1258,51 ;;;
5126066;PC MAKROLON 2407 TRASPARENTE;KG;18;512606618;;39,98;247;3,03626; 749,96 ;;;
5940298;MASTER NERO TPU POLYONE 3BK-20;Kg;18;594029818;;40,47;208;13,48; 2803,84 ;;;
5151173;APEC 1895 GRIGIO RAL 7035;Kg;18;515117318;;44,79;20;0; -   ;Campionatura 19/07/19;;
5142864;ABS NOVODUR HH112 1263390047;KG;18;514286418;Auto;45;120;2,26; 271,20 ;;;
5940295;2810162 MASTER 0005000 ABS/ASA;Kg;18;594029518;;45,46;29;4,45714; 129,26 ;;;
5740216;MASTER X PST BIA RAL 9016;KG;18;574021618;;45,63;36;7,02857; 253,03 ;;;
5940289;MASTER PA KROMAMID BIANCO 4%;Kg;18;594028918;Auto;47,42;29;9,3; 269,70 ;;;
5740071;MASTER ARGENTO 000645 X PBT;Kg;18;574007118;;56,27;11;12,81875; 141,01 ;;;
5005080;PALETTA LEGGERA 120X200 TECH;Pz;18;500508018;;56,3;27;10,75161; 290,29 ;;;
5005080;PALETTA LEGGERA 120X200 TECH;Pz;1842;50050801842;;56,3;10;10,75161; 107,52 ;;;
5911062;SCATOLA CARTONE 800x500x760;PZ;18;591106218;Roller;57,19;102;4,02; 410,04 ;;;
5910881;762279634 SCATOLA DA 1/4 SOLE;PZ;18;591088118;Auto;58,73;25;1; 25,00 ;;;
5114064;ABS AUTV0 1,6mm NERO ROHS;KG;18;511406418;;62,59;20;3,57939; 71,59 ;;;
5740021;MASTER x PA BIANCO 744;Kg;18;574002118;;66;11;7,19928; 79,19 ;;;
5161110;PMMA TRASP ARANCIO 6102010000;Kg;18;516111018;Auto;70,12;390;2,5; 975,00 ;;;
5151161;PC MAKROLON 2407 BLUE 550001;Kg;18;515116118;Auto;71,16;132;2,9; 382,80 ;;;
5740264;MASTER KROMATENE NERO 7021 FDA;KG;18;574026418;;71,25;51;8,30313; 423,46 ;;;
5910908;SCATOLA RICAMBI CARTER POS STD;PZ;18;591090818;;72;58;13,14639; 762,49 ;;;
5114077;ABS AutV2 COLRAL 9002;KG;18;511407718;;75;210;4,14598; 870,66 ;;;
5740281;MASTER BRAUN ABS 3% 2810685-01;Kg;18;574028118;;77,27;64;14,99995; 960,00 ;;;
5740172;MASTER NERO PU DES192 92 Sha;Kg;18;574017218;Auto;83,64;43;5,99361; 257,73 ;;;
5940299;MASTER ABS 0010 C/UV 7820;Kg;18;594029918;;87;241;3,72213; 897,03 ;;;
5151145;PC TRASP STAB UV 587301000;Kg;18;515114518;Auto;91,2;45;2,27; 102,15 ;;;
5185046;TPE THERMOLAST TC7PAZ NERO;KG;18;518504618;;92,26;16;7,73704; 123,79 ;;;
5141330;ASA LURAN S 757 G NATURALE;KG;18;514133018;;96;2000;3,43; 6860,00 ;;;
5183109;SEBS KRAIBURG TC5MHZ NERO B100;KG;18;518310918;Auto;113,59;125;6,437; 804,63 ;;;
5940286;MASTER TPU NERO 10857 68040900;Kg;18;594028618;Auto;117,35;38;4,9943; 189,78 ;;;
5161124;PMMA HT121 RED 18242 ALTUGLAS;Kg;18;516112418;Auto;120;180;2,5055; 450,99 ;;;
5910131;212533700F GAMBO PIA38X38 ZIN;Pz;18;591013118;Roller;120;936;0,09995; 93,55 ;;;
5185050;TPU ELASTOLLAN SP9194;Kg;18;518505018;;125,08;25;4; 100,00 ;;;
5910968;SCATOLA 895X545X615 TECHNOGYM;PZ;18;591096818;;128,91;70;3,54035; 247,82 ;;;
5185053;TPE XELTER TECH A11A60-B00-U00;Kg;18;518505318;;142,05;30;5,08376; 152,51 ;;;
5910945;SCATOLA KIT RUOTE 170X170X25;PZ;18;591094518;Roller;148;987;0,44609; 440,29 ;;;
5910523;BOBINA TEXILINA 104 NERO;Kg;1906;59105231906;;163;28;9,27875; 259,81 ;;;
5161117;PMMA AZZURRO CHIARO;Kg;18;516111718;Auto;166,65;50;4,64992; 232,50 ;;;
5185044;TPE FORPRENE 6NM001A65 NEUTRA;KG;18;518504418;Auto;173,96;100;4,05; 405,00 ;;;
5760015;MASTER GRIGIO RAL 7042 FDA;Kg;18;576001518;;180,78;49;8,12022; 397,89 ;;;
5161113;PMMA ROSSO 8N EVONIK6101440000;Kg;18;516111318;Auto;182,38;92;2,2; 202,40 ;;;
5005082;PALETTA LEGGERA 110X150 TECH;Pz;18;500508218;;201,7;40;10,27327; 410,93 ;;;
5005082;PALETTA LEGGERA 110X150 TECH;Pz;1842;50050821842;;201,7;29;10,27327; 297,92 ;;;
5940296;2810160 MASTER RAL 0005000 PS;Kg;18;594029618;;202,17;100;5,45409; 545,41 ;;;
5740255;MASTER X ABS V0 RAL 9003 2%;KG;18;574025518;;215,89;71;6,17079; 438,13 ;;;
5161129;PMMA V825T BLACK 9113;Kg;18;516112918;Auto;220,91;422;6,55; 2764,10 ;;;
5740271;MASTER ARANCIO 851 X SAN B266;Kg;18;574027118;;229,69;71;4,55014; 323,06 ;;;
5128118;RESINA POMCOPNERO;KG;18;512811818;;230,22;800;1,5504; 1240,32 ;;;
5710008;MASTER PSA BIANCO (ZAN 7801);Kg;18;571000818;;231;75;2,78196; 208,65 ;;;
5910970;SCATOLA 110X110X110 FREEWHEELI;PZ;18;591097018;Roller;234;1036;0,445; 461,02 ;;;
5910882;762300370 ANGOLARE L=370 SOLE;PZ;18;591088218;Auto;235,6;40;0,09; 3,60 ;;;
5910944;SCATOLA KIT RUOTE 145X145X25;PZ;18;591094418;Roller;236;760;0,45662; 347,03 ;;;
5Q111032;GOMMA TERM 55 SHA NEUTRA;Kg;18;5Q11103218;Auto;248,84;50;3,74448; 187,22 ;;;
5940312;MASTER LIQUFUME'23571 0,42 %;Kg;18;594031218;;253;104;28; 2912,00 ;;;
5910788;MASTER PC/ABS ROSSO 5% 6801070;Kg;18;591078818;Auto;263,63;387;8,1; 3134,70 ;;;
5940288;MASTER NERO 4%  PMMA 680401000;Kg;18;594028818;Auto;274,99;177;7,3954; 1308,99 ;;;
5161125;PMMA HT121 BLACK 9110 ALTUGLAS;Kg;18;516112518;Auto;282,5;156;2,57798; 402,16 ;;;
5109024;2810152-00 PST GLASKLAR 124N;Kg;18;510902418;;294;147;1,495; 219,77 ;;;
5910496;MASTER ROSTR81958 X SAN B266;Kg;18;591049618;;294,16;88;5,15; 453,20 ;;;
5910132;212531800F GAMBO FIL8X10 ZINC;Pz;18;591013218;Roller;311;2771;0,0178; 49,32 ;;;
5501070;CATALIZZATORE KX 773;KG;18;550107018;Roller;315,48;140;4,01; 561,40 ;;;
5940285;MASTER ALCOLOR PU NERO 680406;Kg;18;594028518;Auto;315,58;89;17,24093; 1534,44 ;;;
5740284;DISTACCANTE PER TPU 0,5 %;KG;18;574028418;;315,86;65;13,5; 877,50 ;;;
5910865;SCATOLA KIT CARTER ALTI;PZ;18;591086518;;337;98;8,20739; 804,32 ;;;
5910865;SCATOLA KIT CARTER ALTI;PZ;1842;59108651842;;337;47;8,20739; 385,75 ;;;
5740286;2810997 MASTER NERO RENOL80036;Kg;18;574028618;;342,58;69;5,8; 400,20 ;;;
5131326;PPO NORYL FE1630PW 73701 NERO;KG;18;513132618;;350,31;250;4,98769; 1246,92 ;;;
5185045;SEBS 55 SHA LAPRENE 8K1000A55F;Kg;18;518504518;;376,31;86;6,1; 524,60 ;;;
5142883;ABS VAMPSAB 0023 NATUR 2810021;KG;18;514288318;;383,54;4805;3,86; 18547,30 ;;;
5185025;PU DESMOPAN 385 S NATURALE;Kg;18;518502518;;384;1192;3,4; 4052,80 ;;;
5740040;2810777 MASTER GR 7016XABS+PST;Kg;18;574004018;;393,29;146;5,95; 868,70 ;;;
5131055;PP OMOPOLIMERO GR3 NATURALE;Kg;18;513105518;;394,25;60;1,69817; 101,89 ;;;
5107059;HIPS EDISTIR RK 451G NATURALE;KG;18;510705918;;399,56;1460;2,47267; 3610,10 ;;;
5Q111022;GOMMA 55/60 SHORE NEUTRA;Kg;18;5Q11102218;;399,64;148;9,94686; 1472,14 ;;;
5910727;7270050-00 PE BAND GREY-NASTRO;Mt;18;591072718;;400;400;1E-05; -   ;;;
5151170;APEC 1895 NATURALE 6003010000;Kg;18;515117018;;410;63;9,68; 609,84 ;;;
5501077;CATALIZZATORE KX 777/4;Kg;18;550107718;Roller;415,2;38;6,15; 233,70 ;;;
5161011;PMMA PLEXIGLASS ZK 5 BR NEUTRO;KG;18;516101118;;418,56;50;5,76715; 288,36 ;;;
5006075;SAGOMA 13P MOSTR ANTERIORE;Pz;18;500607518;;466,01;100;6,08579; 608,58 ;;;
5161119;PMMA OPALE DF 23 8N EVONIK;Kg;18;516111918;Auto;479,59;1997;4,23187; 8451,04 ;;;
5007008;DISTACCANTE SEPISOL 3356D/LS;KG;18;500700818;Roller;503,04;120;6,71418; 805,70 ;;;
5116001;PA 6 NATURALE;Kg;18;511600118;;503,82;135;2,68006; 361,81 ;;;
5121047;PA 6 GF30% NERO STABCALORE;Kg;18;512104718;;511,15;205;3,09121; 633,70 ;;;
5910787;MASTER ABS ROSSO 5% 6801060000;Kg;18;591078718;Auto;521,39;212;7,4; 1568,80 ;;;
5940300;MASTER PP BIANCO (744) FDA 4%;Kg;18;594030018;;522,22;121;6,41076; 775,70 ;;;
5910508;MASTER PP GRIRAL 7037 Uti2 %;Kg;18;591050818;;574,05;2;6,9; 13,80 ;;;
5183106;GOMMA THERMOFLEX NERO 69941000;KG;18;518310618;Auto;582,12;868;4,47056; 3880,45 ;;;
5Q204001;MOLLA 040350010 IMC DECROMA;Pz;1815;5Q2040011815;Auto;596;3360;0,0129; 43,34 ;;;
5740280;MASTER BRAUN PS 4% 2810687-01;Kg;18;574028018;;600,23;167;15,05082; 2513,49 ;;;
5910971;FOGLIO PE+HD 200X400 SP 2;NR;18;591097118;;612,25;9300;0,02096; 194,93 ;;;
5910971;FOGLIO PE+HD 200X400 SP 2;NR;1815;59109711815;;612,25;1852;0,02096; 38,82 ;;;
5006074;SAGOMA 10P MOSTR POSTERIORE;Pz;18;500607418;;619,77;130;5,95077; 773,60 ;;;
5142879;ABS/PC BAYBLEND FR3008 011877;KG;18;514287918;;629,89;420;4,05; 1701,00 ;;;
5760034;MASTER GRI R7024 ETP 1/B809;KG;18;576003418;;667,97;58;5,87917; 340,99 ;;;
5910988;FILM PROTETTIVO NB84 B 95X500;MQ;18;591098818;;689,02;192;0,95; 182,40 ;;;
5910988;FILM PROTETTIVO NB84 B 95X500;MQ;2831;59109882831;;689,02;48;0,95; 45,60 ;;;
5142818;ABS-PA NERO 808 169811103;Kg;18;514281818;Auto;690,54;310;3,85; 1193,50 ;;;
5139257;PP VAMPLEN M 2025 O V0 DF NERO;Kg;18;513925718;;727,59;1630;3,50296; 5709,82 ;;;
5911004;SCATOLA 895X545X200 TECHNOGYM;PZ;1491;59110041491;;750,28;160;2,22157; 355,45 ;;;
5911004;SCATOLA 895X545X200 TECHNOGYM;PZ;18;591100418;;750,28;100;2,22157; 222,16 ;;;
5005061;PALLET 800X1200 MOD GR1-HT;Pz;18;500506118;Auto;752,3;220;4,47731; 985,01 ;;;
5116142;PA 6 GF15% DURETHAN BKW15H NER;KG;18;511614218;Auto;777,98;80;3,46975; 277,58 ;;;
5151157;PC BLACK 5874011833(MAKR2405);Kg;18;515115718;Auto;798,15;50;2,534; 126,70 ;;;
5114085;ABS BIANCO RAL 9003;KG;18;511408518;;805,92;500;2,70975; 1354,88 ;;;
5910912;PALLETS LEGGERO 900X1600 4 VI;Pz;18;591091218;;835,26;24;9,19629; 220,71 ;;;
5740032;MASTER  RAL 7004 ABS3% 2810126;Kg;18;574003218;;1008,41;565;4,34758; 2456,38 ;;;
5911117;ANGOLARE 35X35X765X3;PZ;18;591111718;;1019,06;2100;0,19; 399,00 ;;;
5114079;ABS TRASPLG-TR A 558 NATURALE;KG;18;511407918;;1051,67;100;2,80102; 280,10 ;;;
5911003;SCATOLA 330X250X240;PZ;18;591100318;;1063,19;310;0,58797; 182,27 ;;;
5142866;ABS+PC T90 XG NATUR 5200031833;KG;18;514286618;Auto;1076,88;473;2,38837; 1129,70 ;;;
5911071;FILM PROTETTIVO NOVACEL 4407;MQ;18;591107118;Auto;1080,75;450;0,25; 112,50 ;;;
5116084;PA 6 CV 15% NERO 1' SCELTA;KG;18;511608418;;1085,2;250;2,15; 537,50 ;;;
5911056;0WQ00545AC LED IN MOTION RUN F;Pz;18;591105618;;1086;2210;2,53404; 5600,23 ;;;
5139265;PP OMO  HF 700 SA NATURALE;Kg;18;513926518;;1099,81;550;1,55; 852,50 ;;;
5940307;MASTER ROSSO PMMA Util4%;Kg;18;594030718;;1101,64;123;7,7; 947,10 ;;;
5185033;SEBS 20 SHA LAPRENE 83K00A20;Kg;18;518503318;;1104,05;174;5,62008; 977,89 ;;;
5005010;PALETTA EUR/PALETT 901134-00;Pz;18;500501018;;1118,84;1616;8,50711; 13747,49 ;;;
5005010;PALETTA EUR/PALETT 901134-00;Pz;1561;50050101561;;1118,84;159;8,50711; 1352,63 ;;;
5005010;PALETTA EUR/PALETT 901134-00;Pz;2054;50050102054;;1118,84;18;8,36181; 150,51 ;;;
5005010;PALETTA EUR/PALETT 901134-00;Pz;1491;50050101491;;1118,84;7;8,50711; 59,55 ;;;
5005010;PALETTA EUR/PALETT 901134-00;Pz;1815;50050101815;;1118,84;1;8,06026; 8,06 ;;;
5006089;SACCHETTO PE+HD SP1 MOST+DIST;Pz;18;500608918;;1234;116;0,62238; 72,20 ;;;
5740269;MASTER BIANCO 799 X SAN B266;Kg;18;574026918;;1286,71;825;4,07082; 3358,43 ;;;
5139260;PP GF 30% ISOGLASS H30 FLV NAT;Kg;18;513926018;;1300,71;40;1,6; 64,00 ;;;
5141307;PBT LATER 4G/30 GF 30% NATUR;KG;18;514130718;;1341,84;500;2,98; 1490,00 ;;;
5006087;SACCHETTO PE+HD SP1 CARTER ALT;Pz;18;500608718;;1374;650;0,74313; 483,03 ;;;
5911068;SCATOLA AMER1/8R 574X386X220;PZ;18;591106818;;1377,15;315;0,79; 248,85 ;;;
5142880;ABS GRIGIO FF;KG;18;514288018;;1389,25;675;2,93617; 1981,91 ;;;
5910924;0D005359AC ANIMA MANIGLIONE DX;Pz;18;591092418;;1394;113;12; 1356,00 ;;;
5006090;SACCHETTO PE+HD SP1 MOST STD;Pz;18;500609018;;1407;150;0,0946; 14,19 ;;;
5910864;SCATOLA KIT CARTER STD;PZ;18;591086418;;1417;301;5,14058; 1547,31 ;;;
5910864;SCATOLA KIT CARTER STD;PZ;1842;59108641842;;1417;212;5,14058; 1089,80 ;;;
5142856;ABS MERCURIO (DI);KG;18;514285618;;1450,37;1000;2,19031; 2190,31 ;;;
5910923;0D005358AC ANIMA MANIGLIONE SX;Pz;18;591092318;;1478;174;12; 2088,00 ;;;
5910465;SCATOLA 1590X440X212mm;Pz;18;591046518;;1536,37;236;3,17523; 749,35 ;;;
5910983;SCATOLA 1450X400X400 TECHNOGYM;PZ;18;591098318;;1599,5;90;3,65; 328,50 ;;;
5940310;NEW MASTER PP BIANCO 744 5%;Kg;18;594031018;;1698,79;230;6,4; 1472,00 ;;;
5911012;0E002131AA LOGO ADESIVO PICCOL;Pz;18;591101218;;1726;325;1,07; 347,75 ;;;
5116105;PA 66 NATURALE 1^ SCELTA;KG;18;511610518;;1745,68;397;4,28592; 1701,51 ;;;
5142868;2810157-00 ABS/PC RAL 005000;KG;18;514286818;;1761,29;1075;3,31062; 3558,92 ;;;
5910090;SCATOLA DA 1/4 RIB78X58X20;PZ;18;591009018;;1806,49;540;1,27655; 689,34 ;;;
5910960;0WCU0847AB CAVO PROLUNGA MANIG;Pz;18;591096018;;1814;450;1,28; 576,00 ;;;
5910959;0E002048AA LOGO ADESIVO GRANDE;Pz;18;591095918;;1824;235;1,26851; 298,10 ;;;
5910976;SCATOLA CLIP 580X375X285;PZ;18;591097618;;1838,21;320;0,91317; 292,21 ;;;
5142878;ABS NERO (NR) 150722;KG;18;514287818;;1849,17;580;1,9; 1102,00 ;;;
5910961;0WQ00545AB*LED IN MOTION RUN F;Pz;18;591096118;;1850;45;2,54126; 114,36 ;;;
5002021;SACCHETTO 125+50+50xh180-1/1 S;Pz;18;500202118;;1850,81;130;0,48432; 62,96 ;;;
5000316;SCATOLA 1/8 Maggiorato;PZ;18;500031618;;1852,32;140;1,46; 204,40 ;;;
5910919;VASSOIO FUSTELLATO X ABDECKUNG;PZ;1825;59109191825;;1868;487;1,93548; 942,58 ;;;
5501027;POLIETEROLO 90042;KG;18;550102718;Roller;1896,93;250;6,15; 1537,50 ;;;
5137001;PBT NEUTRO;Kg;18;513700118;Roller;1912,95;597;3,0917; 1845,74 ;;;
5161123;PMMA 8N NERO 9V022 EVONIK;Kg;18;516112318;Auto;2081,07;500;4,25; 2125,00 ;;;
5740034;MASTER GRIRAL7004XPST 2810783;Kg;18;574003418;;2271,49;373;5,45698; 2035,45 ;;;
5910811;VITE  AUTOF 6X140 ZN LN1447;Pz;1815;59108111815;;2458;564;0,16503; 93,08 ;;;
5501029;SOLUZIONE KX777/5;KG;18;550102918;Roller;2482,47;413;6,15; 2539,95 ;;;
5142871;PC-ABS FR3000 ULV0 BLACKDLBK90;KG;18;514287118;;2524,37;1650;4,5; 7425,00 ;;;
5142850;ABS DAFNELAC SF/A DS GRIGIO;KG;18;514285018;;2526,85;70;3,38559; 236,99 ;;;
5910188;CARBONE ATTIVO X KOHLEFILTER;KG;18;591018818;;2700,27;300;1,98765; 596,30 ;;;
5910764;MASTER GRIGIO 266 X SAN B266;Kg;18;591076418;;2712,38;1386;3,25002; 4504,53 ;;;
5132200;PP CT 20% COPOLIMERO NERO;Kg;18;513220018;;2750;650;1,3; 845,00 ;;;
5142861;PC+ABS MABL 466F GRIGIO 7035;KG;18;514286118;;2754,01;575;2,7; 1552,50 ;;;
5185032;TPU EUROLEGA 380UF BRONZO N027;Kg;18;518503218;;2778,89;660;4,55727; 3007,80 ;;;
5133021;PP CCC 42% EUCARB"A"BIA7801;Kg;18;513302118;;2946,12;900;1,18999; 1070,99 ;;;
5185040;TPE FORPRENE 6NM901A65 NERO;KG;18;518504018;Auto;3055,63;625;3,75462; 2346,64 ;;;
5740224;MASTER X ABS GRIGIO RAL 7016;KG;18;574022418;Auto;3114,13;225;4,40025; 990,06 ;;;
5910594;DIVISORE 1/32 (375x280);NR;18;591059418;;3124,91;3080;0,10086; 310,65 ;;;
5006068;TASS EPS D25 MM 91X67X28;Pz;18;500606818;;3153,82;2500;0,02794; 69,85 ;;;
5142854;ABS STAREX HF-0660I BLACK EG;KG;18;514285418;;3227,39;535;2,41646; 1292,81 ;;;
5910576;SACCH NYLON 40X60 STESI;Pz;18;591057618;;3361;1650;0,04407; 72,72 ;;;
5910576;SACCH NYLON 40X60 STESI;Pz;1815;59105761815;;3361;188;0,04407; 8,29 ;;;
5139263;PP GF30% POLYFORT FPP30 GFC NE;Kg;18;513926318;Auto;3388,38;1560;2,17139; 3387,37 ;;;
5910840;VASSOIO TERMOF PER LEVA 846;PZ;18;591084018;Auto;3529,43;1427;0,80751; 1152,32 ;;;
5142843;PC+ABS WP-1089 NATU 5200031328;KG;18;514284318;Auto;3664,85;2419;2,38264; 5763,61 ;;;
5142869;ABS NOVODUR P2HAT UL94 GRIP428;KG;18;514286918;;3747,38;1215;2,04792; 2488,22 ;;;
5910653;160004301 MOLLA PER MANOPOLE;Pz;2814;59106532814;;3750;84;0,04458; 3,74 ;;;
5740073;2810122-01 MAST 744 X PS 454;Kg;18;574007318;;3868,66;1334;3,64844; 4867,02 ;;;
5142809;ABS BLU REDBULL;Kg;18;514280918;;3877,63;1365;2,62346; 3581,02 ;;;
5910633;2330200 SOFF6444/3 HERGA VE3;NR;2814;59106332814;;3930;1090;1,43072; 1559,48 ;;;
5000314;DIVISORE 1/8 MOD360X560;PZ;18;500031418;;4126,48;1200;0,09343; 112,12 ;;;
5911055;ALVEARE CARTONE FUSTELLATO;PZ;18;591105518;Auto;4144,4;930;0,399; 371,07 ;;;
5142863;PC+ABS CYCOLOY C1200 HF NERO;KG;18;514286318;Auto;4226,6;1660;2,5; 4150,00 ;;;
5000004;SCATOLA DA 1/32;PZ;18;500000418;;4376,45;460;0,3904; 179,58 ;;;
5185042;TPU EUROLEGA 380 UF NERO R025;KG;18;518504218;;4533,86;680;4,6; 3128,00 ;;;
5006080;PROFILO PE AZZURRO 25-35;ML;18;500608018;;4553,17;100;0,41103; 41,10 ;;;
5501058;ISO 137/18;Kg;18;550105818;Roller;4934,82;780;4,44659; 3468,34 ;;;
5910795;VITE VTCIC AUTOF 4,8 X 16;Pz;18;591079518;;5128;2800;0,01362; 38,14 ;;;
5110377;ABS AUTOEST V0 ROHS NATURALE;Kg;18;511037718;;5316,29;1107;2,95881; 3275,40 ;;;
5142810;ABS GIALLO REDBULL;Kg;18;514281018;;5446,61;1940;3,28872; 6380,12 ;;;
5911029;9710000180 SCATOLA AMERIC1/8;PZ;18;591102918;;5679,04;450;0,6943; 312,44 ;;;
5142873;ABS HH4115HI UL94HB BEIGE BG31;KG;18;514287318;;5750,58;3110;2,97417; 9249,67 ;;;
5740212;MASTER NERO POLYBLAK7216 IMP2%;KG;18;574021218;;5761,54;589;1,45968; 859,75 ;;;
5006096;SACCHETTO 25 X 80 PE-HD 2 MM;Pz;18;500609618;;6241;2080;0,096; 199,68 ;;;
5910938;7746303 INSERTO LAMIERA RE;Pz;18;591093818;;6434;578;0,5126; 296,28 ;;;
5910939;7746301 INSERTO LAMIERA LI;Pz;18;591093918;;6434;578;0,51256; 296,26 ;;;
